tile,scale,entropy,lap_var,grad_energy,blockiness,aliasing,noise_ratio
n09399592_n09399592_90080_100_0_1_100_0_0.png,100,6.77,317.0,8.25,1.94,0.23,0.32
n02051845_n02051845_10132_75_0_1_100_0_0.png,100,7.18,411.7,7.99,1.65,0.24,0.31
n12057211_n12057211_3420_100_0_1_100_0_0.png,100,7.03,331.1,7.55,2.06,0.23,0.29
n04371774_n04371774_5827_100_2_2_100_0_0.png,100,7.39,140.2,5.57,1.19,0.20,0.23
n02115913_n02115913_2508_100_1_2_100_0_0.png,100,6.81,612.2,5.69,1.30,0.40,0.50
n02669723_n02669723_12068_75_0_0_100_0_0.png,100,6.56,125.8,6.33,1.12,0.17,0.16
n03617480_n03617480_17680_100_6_1_100_0_0.png,100,6.99,401.4,5.30,1.12,0.27,0.41
n01984695_n01984695_8144_100_0_1_100_0_0.png,100,7.11,129.9,6.44,1.45,0.19,0.21
n01685808_n01685808_4822_100_3_6_100_0_0.png,100,6.42,560.4,8.05,2.04,0.30,0.44
n04162706_n04162706_3499_100_0_0_100_0_0.png,100,7.61,517.0,5.21,1.21,0.35,0.39
n01697457_n01697457_6131_100_0_0_100_0_0.png,100,7.03,283.0,6.11,1.19,0.28,0.32
n02114548_n02114548_6581_75_1_3_100_0_0.png,100,7.15,200.9,5.40,1.10,0.23,0.31
n01685808_n01685808_7024_100_1_4_100_0_0.png,100,6.08,434.6,6.98,1.83,0.33,0.44
n02107908_n02107908_1170_100_1_0_100_0_0.png,100,6.71,321.4,7.61,2.99,0.24,0.27
n02492035_n02492035_6307_100_1_1_100_0_0.png,100,7.35,409.5,7.25,1.78,0.27,0.35
n03976657_n03976657_15260_75_0_0_100_0_0.png,100,6.93,1018.1,5.76,1.37,0.47,0.56
n02837789_n02837789_18972_75_0_0_100_0_0.png,100,7.62,610.4,5.67,1.12,0.32,0.35
n04228054_n04228054_7880_100_6_5_100_0_0.png,100,5.76,347.2,5.02,0.91,0.23,0.20
n03697007_n03697007_3849_50_0_1_100_0_0.png,100,6.32,445.7,5.42,1.09,0.29,0.34
n02100735_n02100735_5880_75_0_0_100_0_0.png,100,7.36,609.9,6.88,1.49,0.32,0.34
n02077923_n02077923_4166_100_3_1_100_0_0.png,100,7.54,306.9,7.71,1.50,0.20,0.26
n02870880_n02870880_17173_75_0_0_100_0_0.png,100,7.57,595.2,5.98,1.36,0.37,0.41
n13040303_n13040303_4287_100_1_1_100_0_0.png,100,7.20,166.4,8.10,1.44,0.18,0.18
n01843383_n01843383_7496_75_0_0_100_0_0.png,100,7.72,118.3,7.41,1.22,0.17,0.12
n02916936_n02916936_3042_100_0_0_100_0_0.png,100,7.74,561.8,7.37,1.39,0.29,0.31
n03794056_n03794056_15393_75_0_0_100_0_0.png,100,6.96,263.7,5.39,1.23,0.28,0.34
n04465501_n04465501_9322_75_2_6_100_0_0.png,100,7.29,316.0,8.02,1.42,0.17,0.24
n02486261_n02486261_21309_100_0_0_100_0_0.png,100,7.50,682.3,6.53,1.79,0.38,0.52
n04081281_n04081281_4375_100_7_3_100_0_0.png,100,7.17,239.9,5.14,1.62,0.30,0.40
n01770081_n01770081_10703_75_1_1_100_0_0.png,100,7.50,287.1,5.99,1.26,0.27,0.31
n01737021_n01737021_9826_75_5_0_100_0_0.png,100,7.37,161.9,7.21,1.29,0.25,0.16
n02099267_n02099267_1552_50_0_0_100_0_0.png,100,6.83,577.9,5.92,1.51,0.40,0.52
n04154565_n04154565_1399_75_0_0_100_0_0.png,100,7.16,497.9,5.12,1.26,0.40,0.43
n03661043_n03661043_12069_100_0_2_100_0_0.png,100,7.12,184.1,7.12,1.27,0.20,0.16
n02992529_n02992529_35385_75_0_0_100_0_0.png,100,7.41,212.0,5.72,1.18,0.23,0.19
n04347754_n04347754_10306_100_1_0_100_0_0.png,100,6.54,222.9,8.31,1.88,0.19,0.30
n03272010_n03272010_11630_75_0_0_100_0_0.png,100,7.11,745.0,6.14,1.49,0.37,0.42
n02114712_n02114712_21023_100_0_0_100_0_0.png,100,7.49,290.5,5.55,1.43,0.26,0.31
n01755581_n01755581_7441_100_0_0_100_0_0.png,100,7.09,468.7,6.88,1.60,0.38,0.46
n03018349_n03018349_2035_50_1_0_100_0_0.png,100,7.10,204.8,7.16,1.40,0.18,0.26
n02326432_n02326432_3304_75_0_1_100_0_0.png,100,7.39,405.8,6.04,1.15,0.26,0.29
n02105412_n02105412_3679_75_0_0_100_0_0.png,100,7.50,618.1,6.54,1.61,0.39,0.44
n07718472_n07718472_185_50_1_5_100_0_0.png,100,7.20,107.2,5.48,1.08,0.20,0.17
n02106382_n02106382_1360_100_4_0_100_0_0.png,100,6.41,120.2,5.24,2.12,0.26,0.27
n03208938_n03208938_16830_100_2_1_100_0_0.png,100,7.09,865.9,7.24,1.92,0.40,0.44
n02120505_n02120505_1378_100_0_2_100_0_0.png,100,6.97,149.3,7.17,1.40,0.23,0.23
n04252077_n04252077_7477_50_1_2_100_0_0.png,100,7.54,401.8,6.19,1.18,0.25,0.26
n02098105_n02098105_69_75_0_0_100_0_0.png,100,7.70,312.9,5.22,1.15,0.32,0.37
n13054560_n13054560_4441_75_0_1_100_0_0.png,100,6.85,351.7,6.57,1.31,0.29,0.34
n04344873_n04344873_14715_100_0_0_100_0_0.png,100,7.18,1346.4,5.53,1.40,0.48,0.59
n03721384_n03721384_23674_75_0_3_100_0_0.png,100,6.98,266.4,5.71,1.10,0.21,0.29
n07718472_n07718472_39239_50_0_0_100_0_0.png,100,7.10,346.1,5.67,1.15,0.34,0.33
n02483362_n02483362_10609_100_0_0_100_0_0.png,100,7.48,628.6,7.45,1.88,0.29,0.36
n03018349_n03018349_6742_100_3_0_100_0_0.png,100,7.03,395.0,6.46,1.60,0.29,0.36
n03794056_n03794056_15065_75_2_3_100_0_0.png,100,6.39,385.9,5.67,1.15,0.28,0.34
n03782006_n03782006_1634_50_0_0_100_0_0.png,100,6.58,493.9,6.30,1.33,0.37,0.45
n02088094_n02088094_3982_100_0_0_100_0_0.png,100,7.45,1200.6,8.92,2.76,0.42,0.59
n02102040_n02102040_1011_100_0_0_100_0_0.png,100,6.98,677.3,5.25,1.64,0.42,0.47
n01748264_n01748264_17233_100_0_0_100_0_0.png,100,6.80,372.8,7.46,1.39,0.18,0.24
n02174001_n02174001_232_75_0_0_100_0_0.png,100,7.38,392.0,5.76,1.13,0.30,0.31
n04040759_n04040759_4321_100_0_0_100_0_0.png,100,7.24,778.9,6.83,1.71,0.42,0.42
n02002724_n02002724_7244_100_2_0_100_0_0.png,100,7.08,237.2,8.12,1.63,0.20,0.23
n02123159_n02123159_8365_100_0_0_100_0_0.png,100,6.38,322.8,6.31,1.34,0.33,0.51
n02109525_n02109525_10548_25_0_1_100_0_0.png,100,6.84,867.3,7.81,1.60,0.35,0.34
n02783161_n02783161_1815_100_0_1_100_0_0.png,100,7.32,300.2,5.40,0.96,0.24,0.24
n02006656_n02006656_1157_75_0_1_100_0_0.png,100,6.42,725.6,7.87,1.96,0.38,0.43
n02814860_n02814860_13698_50_2_0_100_0_0.png,100,7.10,760.5,8.49,1.91,0.36,0.43
n02111129_n02111129_3908_75_0_3_100_0_0.png,100,7.00,150.2,7.17,1.32,0.19,0.20
n03775546_n03775546_18121_75_0_0_100_0_0.png,100,7.32,208.3,5.51,1.13,0.25,0.23
n02091134_n02091134_9433_100_0_0_100_0_0.png,100,7.32,214.0,5.61,1.43,0.23,0.26
n02966687_n02966687_6570_75_0_0_100_0_0.png,100,6.58,266.7,5.03,1.04,0.27,0.32
n02641379_n02641379_7298_75_0_0_100_0_0.png,100,6.98,316.0,5.35,1.20,0.30,0.41
n03394916_n03394916_51168_100_1_2_100_0_0.png,100,7.12,226.3,7.88,1.72,0.22,0.21
n04428191_n04428191_1389_100_2_2_100_0_0.png,100,7.17,146.5,6.87,1.48,0.16,0.18
n04310018_n04310018_1375_75_4_9_100_0_0.png,100,7.25,282.1,5.65,1.09,0.22,0.29
n07714571_n07714571_17316_100_0_0_100_0_0.png,100,7.55,496.5,7.38,1.54,0.26,0.33
n06794110_n06794110_5638_75_1_0_100_0_0.png,100,7.70,238.1,9.40,1.66,0.18,0.19
n04370456_n04370456_9409_100_0_0_100_0_0.png,100,6.45,285.2,5.06,1.22,0.22,0.32
n04552348_n04552348_14665_100_6_3_100_0_0.png,100,5.80,267.9,5.17,1.29,0.41,0.53
n04141327_n04141327_4719_75_0_0_100_0_0.png,100,7.26,849.0,7.09,1.85,0.44,0.56
n02114367_n02114367_354_100_0_0_100_0_0.png,100,7.36,740.5,7.44,1.76,0.38,0.43
n04344873_n04344873_2602_25_0_0_100_0_0.png,100,6.84,467.5,5.39,1.10,0.37,0.42
n02099267_n02099267_4941_100_2_0_100_0_0.png,100,7.42,189.6,8.30,1.60,0.23,0.19
n04099969_n04099969_1343_100_0_0_100_0_0.png,100,6.70,684.0,5.21,1.15,0.38,0.49
n02111889_n02111889_17365_100_0_0_100_0_0.png,100,7.52,430.0,8.72,1.76,0.26,0.31
n01968897_n01968897_18795_100_0_0_100_0_0.png,100,7.51,771.6,6.04,1.56,0.39,0.53
n01728920_n01728920_704_100_6_2_100_0_0.png,100,7.19,164.1,7.33,1.40,0.24,0.20
n02999410_n02999410_9219_75_0_0_100_0_0.png,100,7.12,268.9,6.31,1.29,0.23,0.26
n03325584_n03325584_354_75_0_0_100_0_0.png,100,6.64,535.3,5.02,1.20,0.33,0.46
n02105056_n02105056_5183_75_1_0_100_0_0.png,100,7.54,212.4,6.70,1.41,0.25,0.19
n02412080_n02412080_43175_100_0_0_100_0_0.png,100,7.42,730.1,7.43,1.75,0.37,0.44
n02504013_n02504013_13418_100_0_3_100_0_0.png,100,6.23,405.6,7.21,1.49,0.31,0.39
n07754684_n07754684_10066_75_1_1_100_0_0.png,100,6.75,210.2,9.68,1.70,0.18,0.19
n02088364_n02088364_126_100_0_1_100_0_0.png,100,6.97,221.8,5.30,1.34,0.28,0.31
n01981276_n01981276_21886_75_0_0_100_0_0.png,100,7.30,510.4,7.15,1.50,0.27,0.31
n01924916_n01924916_9457_50_2_3_100_0_0.png,100,7.09,279.4,7.51,1.41,0.25,0.26
n04536866_n04536866_12381_100_3_1_100_0_0.png,100,7.28,304.6,5.78,1.23,0.29,0.32
n03344393_n03344393_4063_100_1_4_100_0_0.png,100,5.97,145.9,6.09,1.20,0.20,0.28
n02442845_n02442845_4314_75_0_0_100_0_0.png,100,7.65,474.6,6.77,1.49,0.37,0.36
n04136333_n04136333_17099_100_1_0_100_0_0.png,100,7.41,222.0,5.53,1.42,0.29,0.26
n03733805_n03733805_5735_100_0_0_100_0_0.png,100,7.42,240.5,5.22,1.07,0.27,0.25
n02093991_n02093991_3331_75_0_0_100_0_0.png,100,7.26,240.5,6.51,1.28,0.20,0.19
n02514041_n02514041_11157_100_1_5_100_0_0.png,100,7.05,203.8,5.07,1.37,0.22,0.27
n02090379_n02090379_1360_75_0_0_100_0_0.png,100,7.63,804.8,6.26,1.49,0.38,0.42
n07717410_n07717410_11790_75_4_2_100_0_0.png,100,7.22,175.2,6.51,1.31,0.22,0.24
n02123394_n02123394_6071_75_0_0_100_0_0.png,100,7.50,486.0,6.76,1.58,0.32,0.33
n07920052_n07920052_21039_100_0_0_100_0_0.png,100,6.61,259.6,5.07,0.94,0.17,0.19
n03954731_n03954731_11115_75_0_0_100_0_0.png,100,7.41,417.6,6.40,1.35,0.29,0.35
n02094433_n02094433_2327_100_5_10_100_0_0.png,100,7.18,213.7,10.05,1.91,0.16,0.18
n01914609_n01914609_1716_50_2_1_100_0_0.png,100,7.56,246.7,8.31,1.51,0.20,0.19
n02099601_n02099601_3335_75_0_0_100_0_0.png,100,7.40,827.3,7.69,1.77,0.36,0.45
n02094114_n02094114_3473_100_0_0_100_0_0.png,100,7.69,358.0,6.52,1.46,0.30,0.34
n02096294_n02096294_7564_75_0_0_100_0_0.png,100,7.22,136.5,6.05,1.18,0.20,0.25
n02422699_n02422699_417_100_0_0_100_0_0.png,100,7.08,351.5,5.24,1.18,0.24,0.27
n03769881_n03769881_1832_75_2_5_100_0_0.png,100,7.14,321.4,5.60,1.05,0.23,0.27
n09399592_n09399592_5707_75_0_1_100_0_0.png,100,5.98,311.7,5.71,1.26,0.32,0.47
n03259280_n03259280_5395_100_4_2_100_0_0.png,100,6.75,301.5,8.19,1.80,0.24,0.28
n02102318_n02102318_3542_75_0_0_100_0_0.png,100,7.63,130.6,5.08,1.01,0.29,0.21
n02514041_n02514041_5043_100_1_6_100_0_0.png,100,6.61,318.6,7.27,1.62,0.18,0.25
n01694178_n01694178_5321_100_0_2_100_0_0.png,100,7.42,550.2,5.57,1.67,0.38,0.46
n03483316_n03483316_1829_75_1_0_100_0_0.png,100,5.78,275.2,5.35,1.30,0.40,0.55
n07714571_n07714571_11854_100_1_2_100_0_0.png,100,7.34,150.9,5.05,1.07,0.22,0.23
n01749939_n01749939_7011_75_0_0_100_0_0.png,100,7.09,1122.7,7.91,2.08,0.44,0.53
n04367480_n04367480_13853_75_0_2_100_0_0.png,100,7.34,363.1,5.02,0.94,0.23,0.32
n02128925_n02128925_12846_75_0_0_100_0_0.png,100,7.77,169.3,12.33,2.06,0.13,0.10
n02106030_n02106030_12832_100_0_0_100_0_0.png,100,6.84,945.0,6.28,1.86,0.46,0.55
n04004767_n04004767_5103_100_7_8_100_0_0.png,100,7.37,385.2,7.40,1.76,0.24,0.35
n03337140_n03337140_58031_100_2_1_100_0_0.png,100,6.34,336.2,6.93,1.47,0.36,0.39
n02948072_n02948072_6258_75_1_1_100_0_0.png,100,7.35,243.4,5.85,1.08,0.25,0.24
n03888605_n03888605_36943_100_0_0_100_0_0.png,100,7.03,274.9,5.40,1.05,0.29,0.29
n02442845_n02442845_16327_75_0_0_100_0_0.png,100,6.85,289.1,8.83,1.79,0.24,0.28
n04004767_n04004767_9456_75_0_0_100_0_0.png,100,7.29,587.5,6.52,1.32,0.31,0.31
n02490219_n02490219_1638_100_3_0_100_0_0.png,100,7.20,402.3,9.83,1.91,0.30,0.25
n01740131_n01740131_14510_75_1_2_100_0_0.png,100,7.50,133.1,7.58,1.53,0.20,0.15
n04560804_n04560804_15284_75_0_0_100_0_0.png,100,7.39,490.2,5.84,1.14,0.30,0.36
n02769748_n02769748_474_100_1_1_100_0_0.png,100,6.65,336.0,5.42,1.39,0.33,0.38
n02974003_n02974003_1726_100_6_3_100_0_0.png,100,7.29,341.5,5.26,1.22,0.24,0.34
n02883205_n02883205_47016_100_0_0_100_0_0.png,100,7.65,906.5,5.76,1.43,0.40,0.53
n03891251_n03891251_7194_100_1_0_100_0_0.png,100,6.06,167.8,5.29,1.26,0.22,0.35
n04579145_n04579145_802_75_0_0_100_0_0.png,100,7.13,159.5,5.95,1.17,0.18,0.19
n01981276_n01981276_18463_100_2_2_100_0_0.png,100,6.82,187.3,5.40,1.10,0.19,0.25
n02730930_n02730930_21720_100_1_0_100_0_0.png,100,5.73,382.5,6.25,1.50,0.21,0.42
n03544143_n03544143_17299_50_1_1_100_0_0.png,100,7.51,393.5,5.51,1.27,0.37,0.42
n04131690_n04131690_8993_75_0_0_100_0_0.png,100,7.46,769.9,7.75,1.64,0.37,0.42
n07734744_n07734744_8712_100_7_8_100_0_0.png,100,7.31,194.8,5.28,1.10,0.28,0.32
n02509815_n02509815_34478_100_0_1_100_0_0.png,100,7.49,677.4,8.86,2.36,0.26,0.43
n01855672_n01855672_7546_100_1_2_100_0_0.png,100,7.40,316.6,8.45,1.58,0.25,0.25
n04371774_n04371774_6141_100_1_2_100_0_0.png,100,7.63,464.1,6.52,1.36,0.29,0.37
n02749479_n02749479_7551_100_0_0_100_0_0.png,100,5.65,409.1,5.23,1.29,0.28,0.35
n03961711_n03961711_10158_75_0_0_100_0_0.png,100,7.71,608.8,6.84,1.27,0.24,0.33
n04392985_n04392985_10633_100_0_5_100_0_0.png,100,6.99,419.8,6.72,1.66,0.29,0.38
n04371774_n04371774_8981_100_3_0_100_0_0.png,100,6.08,232.7,6.76,1.57,0.24,0.32
n02027492_n02027492_19386_100_0_0_100_0_0.png,100,6.07,749.6,5.00,1.17,0.44,0.60
n02115641_n02115641_5509_75_0_0_100_0_0.png,100,7.05,507.2,6.62,1.42,0.31,0.37
n01632777_n01632777_19421_100_0_0_100_0_0.png,100,7.70,923.8,8.20,2.17,0.40,0.39
n03825788_n03825788_23301_75_0_0_100_0_0.png,100,7.50,357.2,6.33,1.28,0.26,0.28
n02102177_n02102177_1356_75_0_0_100_0_0.png,100,7.65,633.0,9.00,1.91,0.33,0.31
n02280649_n02280649_1547_50_0_1_100_0_0.png,100,7.23,652.6,5.33,1.34,0.41,0.52
n02110341_n02110341_1191_100_0_0_100_0_0.png,100,7.35,685.9,5.03,1.35,0.37,0.42
n02321529_n02321529_2266_100_0_0_100_0_0.png,100,7.51,874.0,8.28,2.05,0.38,0.53
n02981792_n02981792_23348_75_3_2_100_0_0.png,100,6.99,201.5,5.34,1.01,0.24,0.28
n01930112_n01930112_18267_75_1_5_100_0_0.png,100,7.79,247.3,7.17,1.49,0.28,0.25
n02088094_n02088094_46_100_1_0_100_0_0.png,100,7.20,416.4,6.18,1.29,0.22,0.33
n04149813_n04149813_3440_100_2_0_100_0_0.png,100,7.24,374.1,5.40,1.41,0.35,0.35
n02105412_n02105412_4962_100_0_0_100_0_0.png,100,7.40,393.9,6.55,1.57,0.29,0.31
n03063599_n03063599_1701_100_2_2_100_0_0.png,100,7.17,417.3,5.13,1.34,0.33,0.30
n02114367_n02114367_16193_100_1_3_100_0_0.png,100,7.35,318.4,8.90,2.00,0.21,0.28
n02098105_n02098105_1743_75_0_0_100_0_0.png,100,7.43,770.6,8.48,1.97,0.36,0.43
n04347754_n04347754_11981_100_3_0_100_0_0.png,100,6.56,352.3,6.29,1.48,0.30,0.43
n01748264_n01748264_7711_75_0_0_100_0_0.png,100,7.18,756.8,8.90,1.86,0.34,0.42
n02871525_n02871525_1303_100_3_10_100_0_0.png,100,7.24,117.9,7.20,1.38,0.17,0.14
n01924916_n01924916_13927_100_0_0_100_0_0.png,100,7.75,416.7,9.39,1.94,0.21,0.25
n02415577_n02415577_8065_75_1_3_100_0_0.png,100,6.68,436.8,9.15,1.84,0.23,0.31
n02111277_n02111277_536_100_0_2_100_0_0.png,100,7.52,369.2,6.82,1.82,0.28,0.33
n01518878_n01518878_434_100_0_0_100_0_0.png,100,6.36,689.4,6.26,1.73,0.45,0.59
n03710193_n03710193_6643_100_2_3_100_0_0.png,100,7.42,221.9,6.17,1.67,0.23,0.28
n01728572_n01728572_22761_100_0_1_100_0_0.png,100,7.23,649.0,8.56,2.06,0.32,0.39
n03201208_n03201208_10725_75_0_0_100_0_0.png,100,7.40,561.3,5.91,1.19,0.31,0.39
n04523525_n04523525_9635_50_1_2_100_0_0.png,100,6.79,570.1,5.01,1.34,0.45,0.53
n07697537_n07697537_24127_100_1_0_100_0_0.png,100,6.91,333.7,5.93,1.55,0.31,0.29
n03372029_n03372029_28988_100_0_3_100_0_0.png,100,6.72,496.8,5.63,1.63,0.26,0.46
n13052670_n13052670_4746_25_0_0_100_0_0.png,100,7.04,479.4,8.59,1.87,0.32,0.38
n09472597_n09472597_48103_100_0_1_100_0_0.png,100,6.96,662.4,7.55,2.53,0.29,0.46
n02641379_n02641379_9760_50_1_1_100_0_0.png,100,7.27,551.0,5.68,1.37,0.36,0.48
n01630670_n01630670_8551_100_0_1_100_0_0.png,100,7.38,123.2,5.27,1.09,0.20,0.14
n01950731_n01950731_3952_75_0_2_100_0_0.png,100,6.59,263.0,7.05,1.35,0.22,0.25
n03255030_n03255030_3016_100_2_2_100_0_0.png,100,7.18,396.3,5.95,1.20,0.30,0.30
n02111889_n02111889_2737_75_0_0_100_0_0.png,100,6.94,469.8,5.35,1.29,0.35,0.40
n04525038_n04525038_152_100_1_3_100_0_0.png,100,6.87,141.2,5.24,2.03,0.23,0.24
n04461696_n04461696_4546_75_1_2_100_0_0.png,100,7.08,324.1,7.50,1.32,0.19,0.20
n02087394_n02087394_11300_75_0_0_100_0_0.png,100,7.75,559.0,7.90,1.64,0.32,0.32
n01917289_n01917289_1636_75_3_0_100_0_0.png,100,7.55,366.5,7.54,1.63,0.29,0.35
n07714571_n07714571_2656_75_0_0_100_0_0.png,100,7.48,278.5,5.11,0.97,0.26,0.28
n03372029_n03372029_69437_75_0_1_100_0_0.png,100,6.69,780.5,7.23,1.72,0.37,0.47
n01843383_n01843383_5361_75_0_0_100_0_0.png,100,7.50,387.9,5.44,1.13,0.27,0.27
n03803284_n03803284_4789_100_0_0_100_0_0.png,100,7.27,725.9,7.34,1.83,0.39,0.45
n03697007_n03697007_17257_75_1_2_100_0_0.png,100,6.73,234.4,5.87,1.27,0.26,0.41
n02115913_n02115913_3529_75_0_1_100_0_0.png,100,7.11,259.8,7.58,1.49,0.26,0.25
n03868242_n03868242_2578_75_0_1_100_0_0.png,100,7.08,114.4,7.77,1.49,0.20,0.16
n04612504_n04612504_5635_100_1_0_100_0_0.png,100,7.00,229.4,7.03,1.67,0.22,0.28
n04252077_n04252077_6718_100_0_5_100_0_0.png,100,6.22,401.8,5.79,1.68,0.34,0.54
n13044778_n13044778_11477_50_1_1_100_0_0.png,100,7.20,408.4,6.24,1.37,0.34,0.37
n03388549_n03388549_2130_50_0_0_100_0_0.png,100,7.45,478.1,5.07,1.12,0.38,0.46
n01514859_n01514859_12347_75_0_0_100_0_0.png,100,7.34,364.4,6.13,1.14,0.27,0.27
n02389026_n02389026_1980_75_1_0_100_0_0.png,100,7.11,131.1,6.34,1.19,0.21,0.23
n03041632_n03041632_42185_75_0_0_100_0_0.png,100,6.52,617.4,5.94,1.42,0.41,0.39
n13044778_n13044778_1959_50_0_0_100_0_0.png,100,6.97,202.8,5.05,1.03,0.31,0.29
n13044778_n13044778_5243_75_1_1_100_0_0.png,100,7.55,424.0,9.67,1.92,0.24,0.25
n02086646_n02086646_7328_75_0_0_100_0_0.png,100,7.31,687.7,6.01,1.54,0.42,0.49
n04209133_n04209133_3725_75_1_2_100_0_0.png,100,7.07,230.7,5.89,1.22,0.25,0.34
n02105855_n02105855_16175_100_0_0_100_0_0.png,100,6.95,669.5,5.40,1.50,0.44,0.51
n03018349_n03018349_1252_100_4_1_100_0_0.png,100,6.75,224.9,5.53,1.09,0.26,0.26
n02493793_n02493793_7122_75_0_0_100_0_0.png,100,7.26,449.1,6.22,1.41,0.33,0.33
n03445924_n03445924_3700_100_2_0_100_0_0.png,100,6.95,678.7,6.70,1.58,0.29,0.40
n02006656_n02006656_5476_100_1_0_100_0_0.png,100,6.77,655.7,6.02,1.57,0.37,0.54
n07615774_n07615774_33947_100_0_0_100_0_0.png,100,7.56,832.3,6.12,1.48,0.41,0.47
n02120505_n02120505_593_75_0_0_100_0_0.png,100,6.79,598.1,9.55,2.09,0.32,0.41
n04376876_n04376876_7235_75_0_0_100_0_0.png,100,6.82,177.9,5.47,0.97,0.18,0.18
n01641577_n01641577_17203_75_0_0_100_0_0.png,100,7.58,625.6,6.54,1.39,0.33,0.37
n02099712_n02099712_4016_75_0_0_100_0_0.png,100,7.66,516.3,7.47,1.63,0.33,0.32
n04532670_n04532670_7421_100_1_0_100_0_0.png,100,6.13,396.3,5.26,1.55,0.38,0.54
n01580077_n01580077_289_75_0_0_100_0_0.png,100,7.48,601.0,5.22,1.33,0.41,0.42
n02490219_n02490219_7170_100_0_0_100_0_0.png,100,7.00,749.3,7.42,1.47,0.34,0.39
n02033041_n02033041_16467_75_0_0_100_0_0.png,100,5.84,556.0,5.41,1.12,0.29,0.36
n03777568_n03777568_13892_100_2_1_100_0_0.png,100,6.39,232.7,5.60,1.20,0.23,0.20
n01692333_n01692333_2691_100_7_5_100_0_0.png,100,6.41,128.7,5.25,1.55,0.25,0.32
n02098413_n02098413_13352_100_0_0_100_0_0.png,100,7.21,804.4,6.24,1.61,0.44,0.57
n02667093_n02667093_6355_100_0_0_100_0_0.png,100,7.26,680.5,7.80,1.75,0.36,0.39
n02643566_n02643566_1105_75_0_0_100_0_0.png,100,6.36,567.5,6.54,1.70,0.45,0.53
n01514859_n01514859_5574_100_1_1_100_0_0.png,100,7.26,457.5,7.28,1.68,0.24,0.31
n03796401_n03796401_2767_100_2_6_100_0_0.png,100,7.02,635.8,7.74,1.83,0.32,0.41
n03141823_n03141823_12301_75_0_0_100_0_0.png,100,7.29,367.2,7.69,1.57,0.24,0.27
n03841143_n03841143_22124_50_0_0_100_0_0.png,100,7.46,247.9,6.61,1.19,0.19,0.19
n01773797_n01773797_5386_75_0_0_100_0_0.png,100,6.79,814.7,5.13,1.26,0.42,0.49
n09193705_n09193705_1812_75_0_0_100_0_0.png,100,7.10,717.2,6.29,1.31,0.39,0.42
n09246464_n09246464_22795_100_1_2_100_0_0.png,100,6.66,268.7,7.36,1.72,0.21,0.29
n02108089_n02108089_12598_100_0_0_100_0_0.png,100,7.57,392.7,5.56,1.34,0.31,0.34
n02096177_n02096177_3491_100_2_0_100_0_0.png,100,6.85,215.9,7.78,2.10,0.22,0.26
n03977966_n03977966_43623_100_2_2_100_0_0.png,100,7.23,152.3,5.04,0.97,0.15,0.17
n02259212_n02259212_8351_100_0_0_100_0_0.png,100,7.08,393.6,7.15,1.49,0.31,0.32
n02085936_n02085936_14066_75_0_0_100_0_0.png,100,7.23,458.8,5.97,1.34,0.35,0.42
n04277352_n04277352_10942_100_1_0_100_0_0.png,100,6.86,558.6,5.56,1.86,0.39,0.51
n12267677_n12267677_16046_100_3_0_100_0_0.png,100,7.34,526.9,6.97,1.91,0.35,0.51
n02128925_n02128925_29158_100_0_0_100_0_0.png,100,7.83,630.1,6.34,1.17,0.33,0.37
n02172182_n02172182_974_100_6_9_100_0_0.png,100,6.62,294.6,8.00,1.87,0.23,0.29
n02086240_n02086240_232_75_0_0_100_0_0.png,100,7.35,284.2,5.92,1.18,0.28,0.32
n03676483_n03676483_20546_75_0_0_100_0_0.png,100,7.11,578.0,5.62,1.14,0.30,0.27
n02894605_n02894605_91991_75_0_0_100_0_0.png,100,7.17,455.7,6.50,1.41,0.31,0.39
n02109961_n02109961_16158_75_0_0_100_0_0.png,100,6.86,483.0,5.04,1.08,0.32,0.33
n03733281_n03733281_18757_75_2_0_100_0_0.png,100,6.73,532.2,8.58,1.81,0.32,0.38
n04525305_n04525305_89_50_0_3_100_0_0.png,100,7.13,451.5,5.66,1.30,0.32,0.36
n09399592_n09399592_90957_100_1_3_100_0_0.png,100,6.96,352.5,8.50,1.99,0.22,0.34
n04356056_n04356056_3037_75_0_0_100_0_0.png,100,7.50,637.2,6.49,1.43,0.33,0.37
n03483316_n03483316_3740_100_0_0_100_0_0.png,100,7.66,730.8,6.70,1.61,0.37,0.44
n02074367_n02074367_2947_100_0_6_100_0_0.png,100,6.17,240.9,5.03,1.40,0.23,0.33
n03874293_n03874293_3843_75_2_3_100_0_0.png,100,6.61,208.6,6.86,1.19,0.14,0.13
n09468604_n09468604_15925_100_3_9_100_0_0.png,100,7.14,324.6,7.23,1.44,0.30,0.30
n04550184_n04550184_6291_100_0_0_100_0_0.png,100,6.55,561.8,5.93,1.56,0.40,0.49
n07717410_n07717410_10909_50_0_0_100_0_0.png,100,7.76,362.9,5.80,1.12,0.25,0.28
n03792782_n03792782_9432_100_0_2_100_0_0.png,100,7.13,331.9,8.71,1.92,0.20,0.32
n01491361_n01491361_5159_50_0_0_100_0_0.png,100,7.95,1017.3,5.92,1.36,0.38,0.44
n09472597_n09472597_47255_75_2_2_100_0_0.png,100,6.24,445.2,5.18,1.32,0.41,0.53
n03717622_n03717622_12175_75_0_5_100_0_0.png,100,6.56,221.7,5.95,1.19,0.22,0.32
